日付,A社,B社,C社,D社
2010-01-04,2909.0,866.0,1060.0,966.0
2010-01-05,2981.0,883.0,1113.0,953.0
2010-01-06,3005.0,885.0,1110.0,960.0
2010-01-07,2975.0,885.0,1113.0,964.0
2010-01-08,2889.0,885.0,1160.0,950.0
2010-01-12,2902.0,892.0,1155.0,955.0
2010-01-13,2853.0,884.0,1108.0,936.0
2010-01-14,2892.0,895.0,1094.0,949.0
2010-01-15,2895.0,880.0,1090.0,946.0
2010-01-18,2888.0,878.0,1072.0,945.0
2010-01-19,2891.0,876.0,1080.0,945.0
2010-01-20,2888.0,879.0,1067.0,951.0
2010-01-21,2911.0,876.0,1072.0,970.0
2010-01-22,2770.0,877.0,1062.0,954.0
2010-01-25,2767.0,875.0,1052.0,967.0
2010-01-26,2763.0,871.0,1050.0,965.0
2010-01-27,2842.0,881.0,1034.0,957.0
2010-01-28,2895.0,886.0,1038.0,972.0
2010-01-29,2810.0,872.0,1020.0,965.0
2010-02-01,2821.0,856.0,1028.0,970.0
2010-02-02,2822.0,872.0,1034.0,953.0
2010-02-03,2666.0,874.0,1031.0,960.0
2010-02-04,2709.0,878.0,1041.0,979.0
2010-02-05,2688.0,865.0,1028.0,973.0
2010-02-08,2653.0,852.0,1026.0,967.0
2010-02-09,2613.0,831.0,1002.0,955.0
2010-02-10,2599.0,838.0,979.0,967.0
2010-02-12,2599.0,866.0,969.0,987.0
2010-02-15,2629.0,863.0,957.0,997.0
2010-02-16,2627.0,862.0,969.0,996.0
2010-02-17,2692.0,868.0,993.0,1003.0
2010-02-18,2748.0,855.0,1003.0,1003.0
2010-02-19,2691.0,857.0,984.0,998.0
2010-02-22,2752.0,839.0,979.0,1012.0
2010-02-23,2759.0,856.0,993.0,1002.0
2010-02-24,2715.0,878.0,988.0,992.0
2010-02-25,2744.0,870.0,993.0,999.0
2010-02-26,2759.0,882.0,993.0,1001.0
2010-03-01,2767.0,903.0,989.0,1004.0
2010-03-02,2742.0,919.0,1008.0,1006.0
2010-03-03,2693.0,907.0,1001.0,1007.0
2010-03-04,2683.0,895.0,1018.0,1001.0
2010-03-05,2760.0,901.0,1017.0,1015.0
2010-03-08,2790.0,900.0,1044.0,1034.0
2010-03-09,2850.0,886.0,1042.0,1031.0
2010-03-10,2885.0,871.0,1045.0,1042.0
2010-03-11,2892.0,882.0,1059.0,1051.0
2010-03-12,2932.0,873.0,1064.0,1054.0
2010-03-15,2937.0,872.0,1076.0,1045.0
2010-03-16,2944.0,884.0,1063.0,1045.0
2010-03-17,2960.0,909.0,1082.0,1053.0
2010-03-18,2963.0,921.0,1103.0,1051.0
2010-03-19,2984.0,925.0,1091.0,1055.0
2010-03-23,2963.0,939.0,1091.0,1056.0
2010-03-24,2964.0,940.0,1085.0,1065.0
2010-03-25,2983.0,943.0,1087.0,1060.0
2010-03-26,3020.0,952.0,1091.0,1069.0
2010-03-29,3020.0,939.0,1096.0,1061.0
2010-03-30,3040.0,933.0,1115.0,1087.0
2010-03-31,3115.0,928.0,1138.0,1123.0
2010-04-01,3100.0,968.0,1127.0,1116.0
2010-04-02,3185.0,981.0,1123.0,1113.0
2010-04-05,3195.0,993.0,1149.0,1129.0
2010-04-06,3190.0,998.0,1150.0,1128.0
2010-04-07,3180.0,1004.0,1190.0,1154.0
2010-04-08,3105.0,1000.0,1188.0,1145.0
2010-04-09,3080.0,998.0,1185.0,1137.0
2010-04-12,3205.0,1015.0,1242.0,1156.0
2010-04-13,3180.0,1018.0,1218.0,1149.0
2010-04-14,3195.0,1026.0,1251.0,1141.0
2010-04-15,3230.0,1037.0,1258.0,1145.0
2010-04-16,3155.0,1041.0,1242.0,1136.0
2010-04-19,3115.0,1036.0,1272.0,1116.0
2010-04-20,3145.0,1026.0,1269.0,1132.0
2010-04-21,3245.0,1039.0,1304.0,1134.0
2010-04-22,3235.0,1036.0,1320.0,1118.0
2010-04-23,3340.0,1109.0,1345.0,1153.0
2010-04-26,3485.0,1143.0,1365.0,1173.0
2010-04-27,3470.0,1118.0,1350.0,1164.0
2010-04-28,3380.0,1102.0,1323.0,1117.0
2010-04-30,3415.0,1138.0,1343.0,1151.0
2010-05-06,3355.0,1130.0,1319.0,1131.0
2010-05-07,3245.0,1053.0,1264.0,1109.0
2010-05-10,3325.0,1101.0,1284.0,1078.0
2010-05-11,3230.0,1123.0,1272.0,1084.0
2010-05-12,3570.0,1098.0,1294.0,1069.0
2010-05-13,3580.0,1083.0,1319.0,1097.0
2010-05-14,3550.0,1072.0,1270.0,1071.0
2010-05-17,3570.0,1107.0,1193.0,1048.0
2010-05-18,3575.0,1090.0,1171.0,1029.0
2010-05-19,3470.0,1073.0,1149.0,1027.0
2010-05-20,3490.0,1044.0,1162.0,1025.0
2010-05-21,3370.0,1011.0,1102.0,996.0
2010-05-24,3380.0,1023.0,1122.0,1005.0
2010-05-25,3280.0,1017.0,1073.0,980.0
2010-05-26,3350.0,984.0,1084.0,944.0
2010-05-27,3345.0,1015.0,1073.0,944.0
2010-05-28,3355.0,1048.0,1084.0,985.0
2010-05-31,3385.0,1102.0,1089.0,1001.0
2010-06-01,3360.0,1094.0,1102.0,996.0
2010-06-02,3325.0,1083.0,1082.0,984.0
2010-06-03,3465.0,1118.0,1091.0,994.0
2010-06-04,3465.0,1136.0,1072.0,1003.0
2010-06-07,3320.0,1085.0,1057.0,972.0
2010-06-08,3460.0,1101.0,1077.0,997.0
2010-06-09,3505.0,1077.0,1123.0,997.0
2010-06-10,3530.0,1058.0,1137.0,997.0
2010-06-11,3535.0,1056.0,1161.0,1012.0
2010-06-14,3635.0,1068.0,1150.0,1024.0
2010-06-15,3680.0,1063.0,1136.0,1006.0
2010-06-16,3795.0,1066.0,1165.0,1029.0
2010-06-17,3795.0,1064.0,1174.0,1023.0
2010-06-18,3815.0,1065.0,1181.0,1046.0
2010-06-21,3850.0,1106.0,1206.0,1048.0
2010-06-22,3825.0,1081.0,1202.0,1054.0
2010-06-23,3505.0,1087.0,1159.0,1012.0
2010-06-24,3480.0,1093.0,1157.0,1016.0
2010-06-25,3395.0,1097.0,1123.0,1007.0
2010-06-28,3370.0,1078.0,1082.0,1023.0
2010-06-29,3360.0,1073.0,1059.0,1014.0
2010-06-30,3300.0,1085.0,1059.0,1014.0
2010-07-01,3240.0,1057.0,1037.0,996.0
2010-07-02,3230.0,1079.0,1062.0,1004.0
2010-07-05,3265.0,1086.0,1060.0,1027.0
2010-07-06,3315.0,1110.0,1081.0,1039.0
2010-07-07,3275.0,1107.0,1045.0,1020.0
2010-07-08,3345.0,1121.0,1061.0,1027.0
2010-07-09,3315.0,1113.0,1044.0,1030.0
2010-07-12,3225.0,1107.0,1042.0,1018.0
2010-07-13,3200.0,1112.0,1019.0,997.0
2010-07-14,3275.0,1168.0,1026.0,1008.0
2010-07-15,3295.0,1141.0,1021.0,990.0
2010-07-16,3160.0,1116.0,1001.0,973.0
2010-07-20,3135.0,1108.0,994.0,958.0
2010-07-21,3120.0,1077.0,981.0,952.0
2010-07-22,3055.0,1064.0,994.0,934.0
2010-07-23,3165.0,1076.0,1023.0,937.0
2010-07-26,3170.0,1088.0,1024.0,950.0
2010-07-27,3145.0,1072.0,1030.0,956.0
2010-07-28,3275.0,1064.0,1036.0,960.0
2010-07-29,3170.0,1039.0,1013.0,971.0
2010-07-30,3140.0,1029.0,1032.0,936.0
2010-08-02,3155.0,1025.0,1026.0,948.0
2010-08-03,3185.0,1022.0,1021.0,954.0
2010-08-04,3000.0,985.0,996.0,924.0
2010-08-05,2942.0,995.0,1014.0,952.0
2010-08-06,2939.0,997.0,1017.0,964.0
2010-08-09,2925.0,1006.0,1022.0,962.0
2010-08-10,2870.0,966.0,1009.0,962.0
2010-08-11,2813.0,957.0,989.0,961.0
2010-08-12,2775.0,909.0,966.0,950.0
2010-08-13,2817.0,898.0,944.0,946.0
2010-08-16,2767.0,891.0,917.0,933.0
2010-08-17,2725.0,882.0,902.0,925.0
2010-08-18,2700.0,878.0,883.0,931.0
2010-08-19,2810.0,891.0,882.0,933.0
2010-08-20,2735.0,866.0,872.0,908.0
2010-08-23,2716.0,853.0,883.0,903.0
2010-08-24,2669.0,838.0,862.0,907.0
2010-08-25,2641.0,839.0,905.0,921.0
2010-08-26,2637.0,841.0,927.0,921.0
2010-08-27,2634.0,867.0,972.0,947.0
2010-08-30,2732.0,870.0,990.0,959.0
2010-08-31,2628.0,853.0,948.0,905.0
2010-09-01,2641.0,841.0,886.0,910.0
2010-09-02,2709.0,848.0,942.0,924.0
2010-09-03,2775.0,858.0,961.0,962.0
2010-09-06,2827.0,874.0,946.0,954.0
2010-09-07,2785.0,893.0,919.0,932.0
2010-09-08,2702.0,872.0,901.0,921.0
2010-09-09,2715.0,878.0,901.0,919.0
2010-09-10,2814.0,853.0,904.0,897.0
2010-09-13,2818.0,849.0,901.0,901.0
2010-09-14,2803.0,853.0,899.0,901.0
2010-09-15,2866.0,861.0,901.0,903.0
2010-09-16,2814.0,861.0,888.0,901.0
2010-09-17,2887.0,867.0,894.0,904.0
2010-09-21,2795.0,884.0,895.0,904.0
2010-09-22,2785.0,870.0,906.0,911.0
2010-09-24,2749.0,847.0,867.0,931.0
2010-09-27,2771.0,874.0,888.0,962.0
2010-09-28,2703.0,862.0,865.0,962.0
2010-09-29,2724.0,863.0,929.0,969.0
2010-09-30,2639.0,845.0,902.0,947.0
2010-10-01,2575.0,842.0,895.0,950.0
2010-10-04,2486.0,832.0,888.0,932.0
2010-10-05,2547.0,849.0,891.0,954.0
2010-10-06,2598.0,875.0,930.0,919.0
2010-10-07,2592.0,884.0,944.0,917.0
2010-10-08,2552.0,872.0,924.0,892.0
2010-10-12,2504.0,838.0,908.0,861.0
2010-10-13,2473.0,840.0,896.0,880.0
2010-10-14,2539.0,846.0,900.0,896.0
2010-10-15,2454.0,819.0,897.0,874.0
2010-10-18,2495.0,819.0,905.0,888.0
2010-10-19,2499.0,837.0,913.0,881.0
2010-10-20,2470.0,847.0,894.0,864.0
2010-10-21,2506.0,854.0,884.0,858.0
2010-10-22,2511.0,864.0,904.0,853.0
2010-10-25,2495.0,871.0,896.0,842.0
2010-10-26,2494.0,856.0,887.0,840.0
2010-10-27,2522.0,861.0,892.0,851.0
2010-10-28,2507.0,854.0,904.0,875.0
2010-10-29,2473.0,856.0,890.0,857.0
2010-11-01,2502.0,835.0,882.0,866.0
2010-11-02,2480.0,825.0,869.0,837.0
2010-11-04,2603.0,828.0,914.0,837.0
2010-11-05,2700.0,838.0,966.0,859.0
2010-11-08,2671.0,849.0,994.0,864.0
2010-11-09,2607.0,825.0,988.0,858.0
2010-11-10,2713.0,845.0,997.0,867.0
2010-11-11,2708.0,849.0,1007.0,878.0
2010-11-12,2650.0,841.0,979.0,866.0
2010-11-15,2662.0,847.0,989.0,874.0
2010-11-16,2618.0,906.0,993.0,870.0
2010-11-17,2616.0,904.0,971.0,872.0
2010-11-18,2700.0,924.0,985.0,877.0
2010-11-19,2660.0,914.0,994.0,874.0
